rowid,TIC ID,TESS Disposition,TFOPWG Disposition,Planet SNR,Sectors,Comments
1257,199688472,PC,FP,320.0,"14,15,16,17",odd-even indicates likely FP
1258,202504234,PC,,15.0,"14,15,16",L1 candidate. V-shaped
1259,219015370,PC,,56.0,"14,15,16",TOI 1294; TFOP WG under investigation
1260,219852584,PC,,239.0,"14,15,16,17,18,19",TOI 1295 under investigation;
1261,219854185,PC,,206.0,"14,15,16,17,18,19",TFOP under investigation; ephemeris match to TIC 219854182
1262,229536616,PC,FP,140.0,15,
1263,237104103,PC,,41.0,"14,15,16,17,18,19",TOI 1298 under investigation
1264,258777134,PC,FP,168.0,"14,15,16,17,18",2 stars in the pixel; TFOP FP
1265,293687315,KP,KP,267.0,"15,16",KELT-18 b
1266,356867115,PC,,27.0,23,L1 candidate; TOI 1301
1267,441797803,PC,,190.0,"14,15,16,17,18,19",TOI 1302 TFOP under investigation; TRES SG2 observations consistent with hot Jupiter; Check 441797805
1268,185405474,PC,FP,43.0,"14,15",1-sigma centroid offset; possible secondary
1269,186000935,PC,,24.0,"14,15",
1270,232679662,PC,FP,40.0,15,Might be on other star; possible secondary and odd-even
1271,233735068,PC,FP,55.0,"14,15,16,17",TFOP FP
1272,236815160,PC,,88.0,"14,15,16,17,18,19",No radius
1273,277014266,PC,FP,25.0,15,
1274,287190564,PC,FP,36.0,15,TFOP FP
1275,294179389,PC,FP,120.0,"14,15,16",FP from TFOP; 2 stars in pixel; source of transits is TOI 1454.01; possible synchronization
1276,378159598,PC,FP,50.0,15,Likely large planet
1277,405904232,PC,FP,50.0,15,
1278,11111899,PC,FP,33.0,15,
1279,136848581,PC,,16.0,"15,16",Noisy evolved star; low SNR transit
1280,137284119,PC,FP,27.0,"15,16",
1281,15565627,PC,FP,16.0,"14,15",Slight aperture depth correlation
1282,165523947,PC,FP,11.0,15,
1283,167092385,PC,,9.0,15,
1284,167098530,PC,FP,19.0,15,Potential L1 candidate
1285,167403519,PC,,35.0,15,
1286,195199644,PC,FP,17.0,15,Large and slight depth-aperture correlation
1287,240450679,PC,FP,33.0,15,TFOP FP
1288,256886630,PC,,11.0,"15,16",
1289,266688542,PC,,22.0,"15,16",
1290,274942910,PC,FP,15.0,15,Slight depth-aperture correlation but scatter also increased; potential L1 candidate
1291,275111900,PC,FP,79.0,15,Period could be 2x
1292,312083267,PC,,28.0,"14,15",Likely synchronized and somewhat V shaped
1293,330332501,PC,,10.0,"15,16",
1294,345996087,PC,FP,12.0,15,
1295,357457104,PC,,16.912672,"15,16",limited stellar information; likely giant from Gaia DR2 parallax~0.09 and temp~3300K; Transits phased with oot variability
1296,387664866,PC,FP,11.0,15,
1297,387664868,PC,FP,10.0,15,
1298,395171208,PC,,56.0,"15,16",
1299,42123111,PC,,15.0,"14,15",
1300,89759617,PC,,18.0,"14,15",Slight depth aperture correlation
1301,92783821,PC,,10.0,"14,15",
1302,160708862,PC,KP,61.0,11,
1303,260128333,PC,CP,9.207911,"4,5,6,7,8,9,10,11,12",some transits may be spurious so period could be at longer interval
1304,269701147,PC,,44.262444,"15,16,17,18,19",multi-planet system; candidate .01
1305,269701147,PC,,24.712784,16,part of possible multi-planet system
1306,269701147,PC,,11.48985,"15,16",single transit; first event is spurious
1307,233681149,PC,FP,10.186884,"14,15,16,17,18",Centroid offset centered on 233681148; very likely EB; TFOP FP
1308,233390838,PC,FP,203.0,"15,16",TFOP FP; EB
1309,256621916,PC,FP,72.0,"15,16",No parallax from Gaia; V-shaped
1310,358631536,PC,,12.0,"15,16",Some depth-aperture correlation; crowded field
1311,1400770435,PC,FP,118.0,"14,15,16,17,18",2 stars in pixel; TFOP FP
1312,160487753,PC,,9.0,"15,16,19",Marginal
1313,219852882,PC,,11.0,"14,15,16,17,18,19",potential level 1 candidate
1314,219852882,PC,,8.369622999999999,"14,15,16,17,18,19",Candidate interior to TOI 1346.01 (5.5d). check for TTVs. Contaminating bright star 1 pixel away.
1315,229747848,PC,,10.122882,"14,15,16",Potential level 1 candidate; short period could suggest is an EB or stellar variability
1316,229747848,PC,,7.525532000000001,"14,15,16,17,19,20,21,22,23",potential L1 candidate in multi-planet system; low SNR; check neighbors
1317,229770036,PC,FP,12.0,16,Low SNR; potential level 1 candidate
1318,272635712,PC,FP,9.0,16,Low SNR; potential level 1 candidate
1319,233953967,PC,,14.0,"14,15,16",Too large to be a planet; likely EB
1320,1718201850,PC,FP,193.0,"14,15,16,17",Could be on TOI 1183 (258777137); TFOP FP
1321,336740528,PC,FP,57.0,"16,17",
1322,279177746,PC,,9.0,"15,16",likely variability; low snr
1323,365683032,PC,,10.0,"15,16",Likely stellar variability
1324,372264750,PC,,272.0,"16,17,18",
1325,277566483,PC,,18.0,"15,16",likely EB; need stellar radius estimate
1326,357972447,PC,,13.0,"15,16",Likely EB
1327,275501623,PC,,18.0,"16,17",Rs 2.45 from TIC8; Rp ~5; 4.5 sigma odd-even
1328,416624606,PC,FP,31.0,"15,16",
1329,330468175,PC,,19.0,"15,16",Raw light curve aperture 2 and 3 look like they have different depths. Possible depth/aperture correlation and EB.
1330,277447970,PC,,39.0,"15,16",rapidly rotating star
1331,395142888,PC,,11.0,"16,17",Variable star
1332,230017325,PC,,14.0,"14,15,16,17,18,19",Potentially blended; matches TIC 230017324 (TOI 1280.01); 4 sigma odd-even
1333,26880783,PC,,19.0,16,Rs 3.2
1334,367099243,PC,FP,108.0,"16,17,18",V-shaped; depth-aperture correlation; TFOP FP
1335,120602501,PC,FP,33.0,16,2x period
1336,129539786,PC,FP,16.0,16,
1337,136971594,PC,,10.0,"15,16",Low SNR; some depth-aperture correlation
1338,155005217,PC,,42.0,16,Possibly twice the period
1339,155114483,PC,,54.0,"16,17",Possible secondary; two stars in pixel; >3 sigma centroid offset
1340,162130054,PC,FP,148.0,16,Possible secondary
1341,164150539,PC,FP,13.0,16,Minor depth-aperture correlation
1342,176899385,KP,KP,176.0,"16,17",HAT-P-6 b
1343,190430205,PC,,11.0,"15,16",Low SNR
1344,190442486,PC,FP,13.0,"15,16",Minor depth-aperture correlation
1345,190743990,PC,,13.0,"15,16",
1346,240613164,PC,FP,65.0,16,no Rs; could be off target
1347,249812036,PC,,51.0,"16,17",2 stars in pixel
1348,252490659,PC,FP,33.0,16,Single transit
1349,274170255,PC,,14.0,"15,16",Crowded field; likely EB; some depth-aperture correlation
1350,275722992,PC,,14.0,"15,16",2 stars in pixel
1351,276360911,PC,FA,11.0,"16,17",
1352,313506357,PC,FP,44.0,"16,17",likely off target; centroid offset; needs follow-up photometry
1353,328167090,PC,FP,17.0,"16,17",likely variability; needs follow-up photometry; TFOP FP
1354,329864959,PC,FP,191.0,"16,17",TFOP FP
1355,343019899,PC,,18.0,"16,17",single transit
1356,343442463,PC,FP,18.0,16,
1357,346338552,KP,KP,124.0,16,HAT-P-1b
1358,353038705,PC,,11.0,"15,16",Need stellar radius
1359,365389353,PC,,14.0,"15,16",Minor depth-aperture correlation
1360,389182138,PC,,11.0,"16,17",Potential level 1 candidate
1361,416987878,PC,,12.0,"15,16",
1362,430528566,PC,,16.0,"16,17",Rs 1.2 from Gaia
1363,431156009,PC,,16.0,"16,17",Potential level 1 candidate
1364,468472950,PC,,10.0,"15,16",
1365,468845640,PC,FP,49.0,"16,17",TFOP FP
1366,64553698,PC,FP,101.0,"16,17",
1367,66445643,PC,FP,19.0,"16,17",TFOP FP
1368,66783360,PC,,22.0,"16,17",
1369,258801269,PC,FP,19.0,"14,15,16,17,18,19",
1370,259126549,PC,FP,184.0,16,Retired as TFOP FP. TICv8 Rs = 1.43 Rsun; Rp ~ 24 Re
1371,259129875,PC,FP,27.0,"14,15,16,17,18,19",Likely EB
1372,328750515,PC,,27.0,"16,17",
1373,352239069,PC,,11.0,23,Low SNR; could be variability; young star; TOI 1404
1374,387834907,PC,FP,75.0,"16,17",Need stellar radius; possible secondary at ~0.2; second transit in s17 happens just after start of orbit
1375,231736113,PC,,38.0,"4,5,6",
1376,69747919,KP,KP,9.3,2,K2-167b
1377,364186197,PC,,63.0,"16,17,18,19",TOI 1408 under investigation the observing notes read
1378,115771549,PC,FP,64.80019399999999,16,
1379,199444169,PC,,18.063879,16,potential L1
1380,116483514,PC,,8.386814999999999,23,TOI 1411 under investigation; potential L1 candidate; centroid offset
1381,116483734,PC,FP,10.657921,16,
1382,119700084,PC,,7.954413000000001,16,Check nearby stars; Potential L1 candidate
1383,125442121,PC,,22.188715,16,Possible EB and very active star
1384,148782377,PC,,16.147219,23,variable star
1385,158025009,PC,,8.87343,23,TOI 1416 under investigation; potential L1 candidate
1386,164173105,PC,,34.392918,16,Likely EB
1387,224600500,PC,FA,7.373400999999999,"14,15,16,17,18,19",
1388,311035838,KP,KP,118.15648700000001,16,HAT-P-3 b
1389,321857016,PC,,79.854996,16,
1390,329277372,PC,FP,59.001208999999996,16,Likely EB; Check neighbor
1391,333473672,PC,,13.0,"16,17",Potential L1 candidate
1392,346418409,PC,,15.164270000000002,16,some odd-even
1393,418959198,PC,,9.00356,16,Check nearby stars; potential L1 candidate
1394,350132371,PC,,87.078278,"16,17,18",Stellar modulation is synchronized with transit signal.
1395,128501004,PC,FP,54.0,16,v-shaped
1396,2041563029,PC,FP,123.0,16,could be a multi-planet system or an EB
1397,377304435,PC,FP,21.0,"14,15,16,19",Possible multi
1398,138968089,PC,FP,7.270171,15,KOI-272; Kepler PC
1399,293954617,PC,,13.492878,15,
1400,375506058,PC,,276.019196,"15,16",
1401,256783784,PC,,9.0,"15,16",TOI 1432 TFOP work in progress
1402,13684720,PC,,51.745399,"14,15",
1403,138588540,PC,,10.564651,"14,15",
1404,153976959,PC,,7.899822,"14,15",Possibly stellar variability
1405,154383539,PC,,7.581467,"15,16",
1406,198356533,PC,,10.789955,"14,15,16",
1407,229650439,PC,,9.0,"14,15,16,17,18",
1408,229650439,PC,,9.984219,"14,15,16,17,18,19",Outer planet in a TOI multi-planet system
1409,232982558,PC,,10.0,23,2 stars in pixel; significant depth-aperture correlation
1410,233617847,PC,,7.59708,"14,15,16",Likely stellar variability
1411,233951353,PC,,9.042681,"14,15,16",
1412,235683377,PC,,11.387332,"14,15,16",ExoFOP follow-up in progress
1413,237232044,PC,,12.0,"14,16,17,18",Possible secondary
1414,258514800,PC,,7.636794,"15,16",Could be stellar variability
1415,259172391,PC,,7.995208,"14,15,16",Likely stellar variability due to bad even transit shape
1416,259172391,PC,,8.492685,"14,15,16,17,18,19,20,21,22,23",multi; close to 2:1 resonance
1417,294471966,PC,,8.024924,"14,15,16",
1418,298073824,PC,,7.450436,"14,15",Possibly stellar variability
1419,343628284,PC,,7.792361,"15,16",There is scattered light which may have caused the centroid shift.
1420,356158613,PC,,8.366322,"14,15",
1421,356158613,PC,,7.153460000000001,"14,15",
1422,377293776,PC,,9.226726,"14,15,16",
1423,417931607,PC,,11.122766,"14,15",
1424,420112589,PC,,7.639566,"14,15,16",
1425,198390247,PC,,19.0,"14,15,16,17,18,19",TOI 1453 possible multi under investigation; Potential level 1 candidate; check neighbors
1426,198390247,PC,,7.498453,"14,15,16,17,19",Low SNR
1427,294179385,PC,,131.0,"14,15,16",source of transits in TOI 1310.01
1428,387259626,PC,FP,320.0,"15,16,17",Could be large object if on 387259617;  4.8 sigma odd/even; secondary eclipse consistent with a ultrahot Jupiter; large PC; likely EB
1429,199376584,PC,CP,22.0,"14,15",Possible single transit; T0=1693 transit is close to amomentum dump
1430,176860064,PC,FP,35.813244,17,No information on the star; V-shaped
1431,191284318,KP,KP,108.0,17,HAT-P-16 b
1432,16920150,PC,,7.595617,17,
1433,17005768,PC,FP,47.321503,17,There is a positive flare-like feature following the transit events
1434,44631965,PC,FP,79.082832,17,
1435,188768068,PC,,11.0,25,Small planet candidate in a system with RV planets
1436,190998418,KP,KP,41.675854,17,Qatar-5 b
1437,229944666,PC,,7.176224,17,First event after momentum dump; likely IS
1438,236887394,KP,KP,136.635345,17,Qatar-1 b
1439,237086564,PC,,10.3312,17,
1440,240968774,PC,,8.569228,17,centroid offset towards a 20 mag star
1441,243185500,PC,,12.679347,17,possible multi
1442,243185500,PC,,9.774991,17,Centroid offset; but not towards a particular star; possible multi
1443,283722336,KP,KP,13.681054999999999,24,HD 219134 b
1444,283722336,KP,KP,16.252916,17,HD 219134 c
1445,284441182,PC,,7.741347,17,
1446,306263608,PC,,16.987566,17,Likely multi-planet system; centroid offset not significant
1447,306955329,PC,,12.043268,17,
1448,352413427,PC,,8.702014,17,Level 1
1449,427654774,PC,,8.069622,"17,18",Likely EB; 3-sigma centroid offset towards another star.
1450,431514478,PC,,8.222785,17,Significant scattered light; only two transits; period could be doubled; second transit deeper than the first one; low priority
1451,432549364,KP,KP,84.04890400000001,17,KELT 1b
1452,240681314,KP,KP,45.440987,17,WASP-93 b
1453,409794137,PC,,24.0,"7,8",
1454,421308357,PC,,36.0,"14,15,16,17,19",V-shaped. Highly likely EB. Rp>40Re
1455,335483600,PC,,23.0,"16,17",Need stellar parameters; transiting object could be too large; highly variable star
1456,197650870,PC,,16.0,"16,17",possible EB
1457,252616865,PC,,138.0,"16,17",
1458,452803785,PC,,31.0,"16,17",Some centroid offset
1459,67309890,PC,FP,25.0,"16,17",
1460,377191482,PC,,9.0,"14,15,16,17,19",Giant star
1461,233541860,PC,FP,20.0,"14,15,16,17",Potential level 1 candidate; 3 stars in pixel
1462,459978312,PC,,8.0,"14,15,16,17,18,19",Likely FP around evolved star
1463,198457103,PC,FA,11.0,"14,15,16,17,18,19",Potential level 1 candidate; very weak signal
1464,219751469,PC,,8.0,"14,15,16,17,18,19",Possibly wrong period; some odd-even
1465,283474780,PC,,9.0,17,Variability in the star
1466,53875855,PC,,24.0,17,signficiant odd-even; likely EB
1467,354594208,PC,FP,9.0,17,
1468,15692883,PC,CP,10.0,17,
1469,411608801,PC,CP,68.0,17,
1470,431148743,PC,FP,29.0,"16,17",Gaia parameters suggest star is a giant; transiting object likely too large
1471,384045439,PC,,39.0,"16,17",Period is 21.65 days
1472,371673488,PC,,11.0,"16,17",Variable star; slight depth-aperture correlation
1473,316402246,PC,FP,233.0,"15,16,17",Some centroid offset; possibly NEB
1474,414870287,PC,FP,10.0,"16,17",Likely giant; Rs < 10 Rsun will save it as a PC.
1475,377420580,PC,FP,12.0,"16,17",Matched with 377420603; two stars in the same pixel; depth-aperture correlation; low priority; likely BEB
1476,329145325,PC,,39.0,"16,17",Crowded field
1477,410528770,PC,,54.0,"16,17",V-shaped and some odd-even
1478,428065977,PC,,11.0,"16,17",Potential level 1 candidate
1479,326114850,PC,FP,12.0,"16,17",Potential level 1 candidate
1480,331034236,PC,,12.0,"16,17",Some odd-even
1481,64836837,PC,,15.0,"16,17",Likely Jupiter sized
1482,430677414,PC,FP,53.0,"16,17",high frequency variability in the star
1483,415741431,PC,,14.0,"16,17",Crowded field
1484,272828463,PC,FP,39.0,"17,18",Likely EB; depth-aperture correlation; V-shaped
1485,377739433,PC,,14.0,"17,18",other stars in pixel
1486,376682699,PC,FP,75.0,"17,18",Some centroid offset; 2 stars in pixel
1487,434718964,PC,,20.0,"17,18",No stellar info; could be evolved or a small star; if evolved then likely EB
1488,269509393,PC,,14.0,17,Slight depth-aperture correlation
1489,270238522,PC,FP,20.0,"17,18",looks like stellar variability
1490,470709084,PC,,14.0,"17,18",
1491,376637093,PC,,72.0,"17,18",
1492,455962313,PC,FP,18.0,"17,18",Retired as TFOP NEB FP; no stellar parameters; could be twice the period
1493,427761355,PC,,342.0,"17,18",
1494,272049972,PC,FP,118.0,"17,18",
1495,269238073,PC,,13.0,"17,18",Slight depth-aperture correlation
1496,366074069,PC,,114.0,"17,18",Match to 366074071
1497,367102581,PC,,16.0,"17,18,19",Possible multi; multiple stars in pixel
1498,387413037,PC,FP,13.0,"16,17,18,19",TFOP FP; possible timing variations
1499,314338017,PC,,9.0,"15,16,17",Some odd-even
1500,276380902,PC,FP,15.0,"15,16,17",a/r = 1.3; outside star
1501,313761775,PC,FP,11.0,"15,16,17",Variable star; some depth-aperture correlation
1502,202375913,PC,,38.0,17,
1503,285543785,PC,,45.0,"17,18",No stellar information
1504,312259170,PC,FP,61.0,"17,18",Some odd-even
1505,312469860,PC,FP,31.0,"17,18",Significant secondary; likely EB; Slight depth-aperture correlation; variable star
1506,312678993,PC,,85.0,"17,18",check neighbors; likely nearby binary system
1507,327579226,PC,,57.0,"17,18",x and y shift during transit; TIC match 327579262
1508,345143460,PC,,11.0,17,Single transit-like feature at 1782
1509,354600221,PC,,13.0,"17,18",Secondary eclipse; likely EB
1510,420288086,PC,FP,29.0,"17,18",Could be twice the period
1511,445137888,PC,,11.0,"17,18",Some depth-aperture correlation
1512,173612049,PC,,11.0,"16,17",
1513,177244357,PC,,10.0,17,Low priority; other very long transit-like features in the raw light curve; period could be double
1514,252636888,PC,,9.0,"16,17",Crowded field; some centroid offset
1515,318746829,PC,FP,23.0,17,TFOP NEB; possible secondary; Gaia parameters suggest star is a giant
1516,319068154,PC,FP,17.0,17,Slight depth-aperture correlation; transit looks asymmetric
1517,367607434,PC,,9.0,"16,17",Low priority; single odd transit; period may be double
1518,431585347,PC,,11.0,17,
1519,455791689,PC,,13.0,"16,17",Variable star; possibly synchronized; need stellar radius
1520,127425841,PC,FP,39.0,17,V-shaped
1521,194203348,PC,,9.0,17,Potential level 1; some depth-aperture correlation
1522,409520860,PC,FP,10.0,17,Likely SV; low SNR
1523,440100539,PC,,10.0,17,Potential level 1 candidate; could be half the period
1524,191146556,PC,FP,49.0,17,slight odd-even
1525,241065596,PC,FP,30.0,"17,18",
1526,288348498,PC,,13.0,17,
1527,326919774,PC,,11.0,"17,18",Variable star
1528,327341626,PC,FP,36.0,"17,18",Could be on 327341633
1529,299158887,KP,KP,18.608847,14,Kepler-63 b
1530,441732151,PC,FP,77.0,"15,16,17,18",secondary; synchronized; likely FP
1531,405794804,PC,FP,90.0,"16,17,18",centroid offset; check neighbors
1532,320506985,PC,,11.0,"17,18",Very likely to be EB
1533,117322779,PC,,21.0,18,
1534,241040309,PC,,14.0,"17,18",Rs = 2.5 RSun - large planet
1535,241076290,PC,,23.0,18,a/Rs nearly 1; likely EB
1536,245462406,PC,,16.0,18,Slightly V-shaped
1537,249862365,PC,,13.0,18,Significant odd-even; likely EB
1538,249945230,PC,,58.0,18,single transit
1539,250724252,PC,FP,52.0,18,Planet radius likely smaller than 14 Earth radius. V-shaped; possible depth aperture correlation.
1540,251384275,PC,,36.0,18,single transit; close in epoch to TIC 259151170 but with no underlying systematic linking the two
1541,256414077,PC,FP,18.0,18,
1542,259151170,PC,,295.0,18,single transit; close in epoch to TIC 251384275 but with no underlying systematic linking the two
1543,284050395,PC,,72.0,"17,18",check neighbors
1544,285666479,PC,FP,13.0,18,
1545,285674856,PC,,12.0,18,other features at different periods in the BLS
1546,285677945,PC,FP,11.0,18,Possible depth aperture correlation
1547,292321872,PC,FP,41.0,18,Asymmetric transit shape; uncertain period
1548,302773669,KP,KP,48.024975,18,HD 17156 b
1549,307111282,PC,FP,47.0,"17,18",single transit; other signals in raw lc between 1780-1785 BJD
1550,316254876,PC,FP,19.0,18,
1551,327011842,PC,,11.0,"17,18",sub mmag depth; likely EB; giant star (Rs 5.2)
1552,332154944,PC,FP,82.0,18,Check neighbor 332154930
1553,348135793,PC,FP,68.0,18,Difference images failed. Possible depth aperture correlation between 2 and 3.
1554,354400186,PC,FP,71.0,18,likely EB; Rs 2.5; Rp ~26
1555,354469661,PC,KP,126.0,18,Large planet candidate; could be EB.
1556,370759867,PC,,45.0,18,Single transit
1557,374400599,PC,FP,70.0,18,
1558,403256331,PC,,11.0,"17,18",planet roughly 10 Re; check neighbors; possible stellar variability
1559,418987806,PC,,32.0,"17,18",likely EB
1560,444415148,PC,,11.0,"17,18",
1561,445144327,PC,,9.0,"17,18",large star and large companion
1562,458914949,PC,,10.0,18,Centroid offset; depth-aperture correlation
1563,50120414,PC,,19.0,18,active star; slightly large planet candidate
1564,52041724,PC,FP,82.0,18,single transit superimposed on BEB; large
1565,71854745,PC,FP,11.0,18,Slightly crowded field; uncertain planet radius
1566,82010657,PC,,37.0,"18,19",single event
1567,186599508,PC,,11.390572,18,check neighbors
1568,192372961,PC,,9.0,18,large pc around large star (Rs 6.1)
1569,201154493,PC,,12.0,18,odd/even
1570,385105624,PC,FP,41.0,18,"V-shaped; secondary which is also consistent with the secondary from a Hot Jupiter; could be on TIC 642958048. Check neighbors,."
1571,431899140,PC,,21.0,18,Check fainter neighbors
1572,68152139,PC,FP,17.0,18,
1573,67418624,PC,,11.318684,18,Low Signal-to-Noise
1574,129979528,KP,KP,78.714249,18,WASP-33 b
1575,187029841,PC,FP,31.0,18,a/Rs only slightly bigger than 1; short period
1576,139375960,PC,,77.0,18,Difference image shows an offset orbit 1.
1577,129991079,PC,PC,9.0,18,2 stars in pixel; correlation with stellar variability
1578,73448352,PC,KP,54.0,18,
1579,118301361,PC,,31.0,18,Possible signature of exomoon ~6 hours before the primary transit.
1580,101037590,PC,,48.0,18,Significant odd-even; possible single transits
1581,125735470,PC,FP,17.0,18,check 640763859 and 640763860
1582,26433869,PC,FP,14.0,18,small depth aperture correlation; large planet candidate
1583,138017750,PC,FP,44.204624,18,active star
1584,229951289,PC,FA,9.0,"14,15,16,17,18,19",potential L1 candidate
1585,219776325,PC,,9.0,"14,15,16,17,18,19",Potential L1 candidate; low SNR
1586,264678534,PC,,24.0,"18,19",check neighbors; potential L1 candidate
1587,268403451,KP,KP,134.38255,26,XO-7b (arXiv:1912.02821)
1588,272625214,PC,,13.0,"17,18",
1589,317397615,PC,,18.0,"17,18,19",Likely EB; a/Rs close to 1; check neighbors
1590,317507345,PC,FP,107.0,18,ExoFOP FP; Retired as SB1	
1591,322054600,PC,,13.0,25,small centroid offset in SPOC s24; 2 stars in pixel
1592,322202434,PC,FP,22.0,"16,17,18",potential synchronization in s18; some depth-aperture correlation
1593,376838000,PC,FP,11.0,"17,18",some depth-aperture correlation
1594,377144784,PC,,12.0,"17,18",shallow secondary eclipse that might be due to a planet; check fainter neighbor
1595,378291076,PC,,9.0,"17,18",
1596,387260717,PC,,9.0,"16,17,18,19",possible L1 candidate; potentially stellar variability
1597,388076005,PC,FP,17.0,"16,18",check 1981348402 - no stellar information
1598,407394748,PC,FP,32.0,25,2 stars in pixel; TFOP FP retired as SB2
1599,461387302,PC,FP,11.0,"17,18",
1600,470852531,PC,,19.0,"17,18",shallow secondary eclipse might be due to a planet
1601,157586003,KP,KP,30.995977000000003,26,WASP-153 b
1602,424435940,KP,KP,81.9144,26,WASP-58b
1603,284475976,KP,KP,173.0,"14,15,16",WASP-48b
1604,310003988,KP,KP,92.0,16,WASP-113 b
1605,317597583,PC,,7.769765,"17,18",Level one candidate
1606,29054413,PC,,7.3736619999999995,18,Potential level one; period could be double
1607,51024887,PC,,16.019594,18,Check neighbors
1608,165551882,PC,,7.327591,18,Marginal level one candidate; possible instrument noise
1609,201186294,PC,,10.747845,18,Level one candidate
1610,230086768,PC,FP,94.172386,18,
1611,269892793,PC,,87.85303499999999,18,Large; even-odd at 2.46 sigma; v-shaped
1612,286355915,PC,FP,87.951309,18,
1613,312862941,PC,,11.281957,18,
1614,348673213,PC,,8.927408,18,Level one candidate; check neighbors; crowded field
1615,396562848,PC,,8.174965,18,Level one candidate
1616,422923265,PC,,8.000886999999999,18,Centroid offset; not centered on another star
1617,229940491,PC,,12.372432,"14,15,16",single transit; second transit is not real
1618,298647682,PC,,10.647822,"14,15,18,21",crowded field; could be on 1551165177; period should be 20 days
1619,22843856,PC,FP,76.710915,18,V-shaped; seems to be synchronized with variability
1620,184679932,PC,FP,219.955109,18,possibly inflated hot Jupiter; synchronized; possible secondary
1621,387527558,PC,FA,13.211304,18,Period should be 3.62 days which is P/3 of the period in DV report
1622,154927364,PC,FP,126.0,19,large; possibly synchronized
1623,376353509,PC,,9.0,25,potential L1; low snr
1624,116608612,PC,FP,98.0,"18,19",
1625,122485078,PC,FP,13.0,"18,19",
1626,138168780,KP,KP,343.0,"19,20",XO-6 b
1627,154867950,PC,,13.0,"18,19",possibly variability
1628,156724719,PC,,53.0,"18,19",Period could be double; need stellar radius; Gaia plx=1.3
1629,258829450,PC,,9.0,"18,19",potential L1 candidate; low SNR; check nearby stars
1630,266500992,PC,,13.0,"18,19",Potential L1 candidate
1631,267694283,PC,FP,111.0,"18,19",single transit; second transit is spurious
1632,27677846,PC,FP,19.0,"18,19",V-shaped; slight odd-even; shoulders before/after ingress/egress
1633,286561122,PC,,14.0,"18,19",very short orbital period possibly too close to the star; a/Rstar = 1.3
1634,288631580,PC,,10.0,"18,19",
1635,311121985,PC,FP,13.0,"18,19",
1636,312122956,PC,,10.0,"18,19",Gaia Teff = 8000 K; Gaia distance from parallax may not be reliable
1637,339538183,PC,,53.0,"18,19",large;  non-synchronized stellar activity; possible depth-aperture correlation
1638,353367071,PC,,24.0,"18,19",
1639,353782445,PC,,9.0,"18,19",potential L1 candidate; low SNR; some depth-aperture correlation
1640,354006740,PC,,34.0,"18,19",very crowded field; v-shaped; matches to 723801895 which is 0.1 mag and 723801891 which is 1.8 mag fainter
1641,368536386,PC,FP,10.0,"18,19",
1642,409183335,PC,FP,86.0,"18,19",
1643,417705690,PC,FP,19.0,25,retired as TFOP FP; potential centroid offset; minor depth-aperture correlation
1644,428679607,PC,,10.161653999999999,20,
1645,441739020,PC,,143.0,23,The original alerted (TOI 1670) period of 26 days is wrong. Correct period is 40.7 days.
1646,441739020,PC,,7.980641,"15,16,18,19,20,21,22,23",low SNR
1647,459903429,PC,,9.0,"18,19",might be 2x period
1648,468828873,PC,,10.0,"18,19",might be on 468828877
1649,470315428,PC,,17.0,"18,19",Matches to a nearby star 668056616 at Tmag=10.3
1650,73104318,PC,FP,19.0,"18,19",could be 2x period; likely there is a background EB with distinctly shorter period from transiting event
1651,81831095,PC,,15.0,"18,19",check nearby stars
1652,8400842,KP,KP,155.07233,19,XO-3b
1653,87090944,PC,,14.0,19,v-shaped
1654,96291218,PC,,30.0,"18,19",Third transit on momentum dump; v-shaped; large
1655,9837861,PC,FP,10.0,"18,19",Possibly variability; check 9837855
1656,259168516,PC,,7.279317999999999,"14,15,16",low SNR; flare-like event in spoc s19
1657,321041369,PC,,10.253278,19,V-shaped; some small centroid offset
1658,367366318,KP,KP,201.4774,19,KELT-7 b
1659,58542531,PC,,11.764502,19,potential L1 candidate
1660,85031598,PC,,16.399036,19,Possibly EB; difference image suggests some centroid shift but not consistent between the two orbits; minor depth-aperture correlation
1661,28900646,PC,,9.813819,19,potential L1 candidate
1662,102672709,PC,,8.903441,19,crowded field
1663,103448870,PC,,7.70781,19,Potentially stellar variability
1664,121966220,PC,FP,60.821346,19,Likely an EB; too large to be a inflated planet
1665,198384408,PC,,8.011808,19,Potentially on the neighboring star; possibly has a stellar companion
1666,267574918,PC,,10.228746000000001,19,Host star is a white dwarf; interesting small planet
1667,268334473,PC,,8.376357,"19,20",
1668,288636342,PC,,10.686669,19,Check the 14-15 mag neighbors; some centroid offset
1669,353475866,PC,,9.257097,19,centroid offset; check nearby stars
1670,396740648,PC,,26.865028000000002,"19,20",
1671,422756130,PC,,7.9994570000000005,19,potential L1 candidate; low SNR; crowded field
1672,470381900,PC,,7.640768,19,centroid offset relative to oot centroid position; no offset relative to TIC position; check nearby stars
1673,1884091865,PC,,7.8631470000000006,"19,20",Some transits affected by noise at end of sectors; crowded field; 2 similarly bright stars in pixel
1674,190223929,PC,,13.0,20,matches with 703728672 with 3 arcsec separation; could be planetary on companion as well; Gaia Rstar = 2.3 Rsun; period could be half (8.5 days)
1675,22705558,PC,,10.0,20,potential L1 candidate; low SNR
1676,23650642,PC,FP,12.0,20,small centroid offset; potential odd-even
