# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Oct 12 17:22:43 2020
#
# COLUMN toi:            TESS Object of Interest
# COLUMN tid:            TESS Input Catalog ID
# COLUMN tfopwg_disp:    TFOPWG Dispostion (CP | FP | KP | PC)
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN st_pmra:        PMRA [mas/yr]
# COLUMN st_pmraerr1:    PMRA Upper Unc [mas/yr]
# COLUMN st_pmraerr2:    PMRA Lower Unc [mas/yr]
# COLUMN st_pmralim:     PMRA Limit Flag
# COLUMN st_pmdec:       PMDec [mas/yr]
# COLUMN st_pmdecerr1:   PMDec Upper Unc [mas/yr]
# COLUMN st_pmdecerr2:   PMDec Lower Unc [mas/yr]
# COLUMN st_pmdeclim:    PMDec Limit Flag
# COLUMN pl_tranmid:     Planet Transit Midpoint Value [BJD]
# COLUMN pl_tranmiderr1: Planet Transit Midpoint Upper Unc [BJD]
# COLUMN pl_tranmiderr2: Planit Transit Midpoint Lower Unc [BJD]
# COLUMN pl_tranmidlim:  Planet Transit Midpoint Limit Flag
# COLUMN pl_orbper:      Planet Orbital Period Value [days]
# COLUMN pl_orbpererr1:  Planet Orbital Period Upper Unc [days]
# COLUMN pl_orbpererr2:  Planet Orbital Period Lower Unc [days]
# COLUMN pl_orbperlim:   Planet Orbital Period Limit Flag
# COLUMN pl_trandurh:    Planet Transit Duration Value [hours]
# COLUMN pl_trandurherr1: Planet Transit Duration Upper Unc [hours]
# COLUMN pl_trandurherr2: Planet Transit Duration Lower Unc [hours]
# COLUMN pl_trandurhlim: Planet Transit Duration Limit Flag
# COLUMN pl_trandep:     Planet Transit Depth Value [ppm]
# COLUMN pl_trandeperr1: Planet Transit Depth Upper Unc [ppm]
# COLUMN pl_trandeperr2: Planet Transit Depth Lower Unc [ppm]
# COLUMN pl_trandeplim:  Planet Transit Depth Limit Flag
# COLUMN pl_rade:        Planet Radius Value [R_Earth]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc [R_Earth]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc [R_Earth]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_insol:       Planet Insolation Value [Earth flux]
# COLUMN pl_insolerr1:   Planet Insolation Upper Unc [Earth flux]
# COLUMN pl_insolerr2:   Planet Insolation Lower Unc [Earth flux]
# COLUMN pl_insollim:    Planet Insolation Limit Flag
# COLUMN pl_eqt:         Planet Equilibrium Temperature Value [K]
# COLUMN pl_eqterr1:     Planet Equilibrium Temperature Upper Unc [K]
# COLUMN pl_eqterr2:     Planet Equilibrium Temperature Lower Unc [K]
# COLUMN pl_eqtlim:      Planet Equilibrium Temperature Limit Flag
# COLUMN st_tmag:        TESS Magnitude
# COLUMN st_tmagerr1:    TESS Magnitude Upper Unc
# COLUMN st_tmagerr2:    TESS Magnitude Lower Unc
# COLUMN st_tmaglim:     TESS Magnitude Limit Flag
# COLUMN st_dist:        Stellar Distance [pc]
# COLUMN st_disterr1:    Stellar Distance Upper Unc [pc]
# COLUMN st_disterr2:    Stellar Distance Lower Unc [pc]
# COLUMN st_distlim:     Stellar Distance Limit Flag
# COLUMN st_teff:        Stellar Effective Temperature Value [K]
# COLUMN st_tefferr1:    Stellar Effective Termperature Upper Unc [K]
# COLUMN st_tefferr2:    Stellar Effecitve Temperature Lower Unc [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_logg:        Stellar log(g) Value [cm/s**2]
# COLUMN st_loggerr1:    Stellar log(g) Upper Unc [cm/s**]
# COLUMN st_loggerr2:    Stellar log(g) Lower Unc [cm/s**2]
# COLUMN st_logglim:     Stellar log(g) Limit Flag
# COLUMN st_rad:         Stellar Radius Value [R_Sun]
# COLUMN st_raderr1:     Stellar Radius Upper Unc [R_Sun]
# COLUMN st_raderr2:     Stellar Radius Lower Unc [R_Sun]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN toi_created:    TOI Created Date
# COLUMN rowupdate:      Date Modified
#
toi,tid,tfopwg_disp,rastr,ra,decstr,dec,st_pmra,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_dist,st_disterr1,st_disterr2,st_distlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_rad,st_raderr1,st_raderr2,st_radlim,toi_created,rowupdate
366.01,251878904,,00h38m46.1s,9.6920720,-34d12m53.67s,-34.2149070,17.5810000,0.036,0.036,0,-0.8250000,0.029,0.029,0,2458354.4828500,0.004940,0.004940,0,1.7042900,0.0004900,0.0004900,0,1.9330000,0.5880000,0.5880000,0,8260.0000000,71.1437000,71.1437000,0,12.2955000,,,0,1046.6700000,,,,1584.0000000,,,,13.5477000,0.006,0.006,0,841.9580000,19.0435000,19.0435000,0,5504.0000000,122.0000000,122.0000000,0,4.2100000,,,0,1.2800000,,,0,2018-10-03 02:14:37,2020-05-20 16:00:02
367.01,9033144,FP,23h18m25.5s,349.6062660,-19d49m25.83s,-19.8238430,18.4300000,0.089,0.089,0,16.9430000,0.072,0.072,0,2458354.2915040,0.001560,0.001560,0,4.7145200,0.0005700,0.0005700,0,3.3170000,0.1380000,0.1380000,0,19805.1992190,731.5089720,731.5089720,0,19.8414000,4.0407600,4.0407600,0,1670.6500240,,,,1781.0000000,,,,9.7434600,0.007,0.007,0,157.6670000,1.3435000,1.3435000,0,5756.8999020,195.1999970,195.1999970,0,3.9000000,0.1200000,0.1200000,0,1.2800000,0.0900000,0.0900000,0,2018-09-28 22:22:08,2020-03-04 12:58:47
368.01,77031413,KP,23h36m40.95s,354.1706340,-34d36m42.81s,-34.6118930,87.4670000,0.062,0.062,0,-8.8320000,0.064,0.064,0,2458355.1953000,0.000300,0.000300,0,1.3866500,0.0000300,0.0000300,0,2.2890000,0.0420000,0.0420000,0,23490.0000000,1.6773800,1.6773800,0,14.9960000,0.7937700,0.7937700,0,1311.7200000,,,,1676.0000000,,,,11.4996000,0.006,0.006,0,233.5860000,2.2405000,2.2405000,0,5444.0000000,126.2000000,126.2000000,0,4.4800000,0.0800000,0.0800000,0,0.9300000,0.0500000,0.0500000,0,2018-10-02 01:49:34,2020-05-20 16:00:02
369.01,175482273,,23h24m55.06s,351.2293970,-38d09m38.85s,-38.1607920,43.2500000,2.000,2.000,0,-2.9100000,2.000,2.000,0,2458354.3454900,0.000640,0.000640,0,5.4634900,0.0003200,0.0003200,0,2.9730000,0.2590000,0.2590000,0,3570.0000000,0.8021020,0.8021020,0,,,,0,,,,,,,,,9.1692000,0.008,0.008,0,126.3600000,,,0,,,,0,,,,0,,,,0,2018-09-28 18:09:02,2020-05-20 16:00:02
370.01,251855940,,00h34m38.32s,8.6596790,-32d09m59.68s,-32.1665780,1.3970000,0.041,0.041,0,-11.5950000,0.028,0.028,0,2458354.2897900,0.001120,0.001120,0,4.0465500,0.0003800,0.0003800,0,2.9930000,0.2920000,0.2920000,0,28330.0000000,21.6900000,21.6900000,0,18.2062000,,,0,400.4940000,,,,1246.0000000,,,,13.5134000,0.006,0.006,0,748.2270000,16.2460000,16.2460000,0,5805.0000000,123.0000000,123.0000000,0,4.4100000,,,0,1.0500000,,,0,2018-10-03 02:14:37,2020-05-20 16:00:02
371.01,156016136,,00h35m41.74s,8.9239180,-50d19m01.08s,-50.3169670,12.0810000,0.018,0.018,0,2.6150000,0.019,0.019,0,2458357.4373300,0.002970,0.002970,0,3.4805000,0.0007300,0.0007300,0,2.2400000,0.1830000,0.1830000,0,5660.0000000,6.6608200,6.6608200,0,6.9083800,0.4617030,0.4617030,0,229.2750000,,,,1084.0000000,,,,12.6635000,0.006,0.006,0,383.3180000,2.2245000,2.2245000,0,5389.0000000,132.7000000,132.7000000,0,4.4900000,0.0800000,0.0800000,0,0.9100000,0.0500000,0.0500000,0,2018-10-03 02:14:37,2020-09-27 12:00:23
372.01,441075486,FP,23h59m02.18s,359.7590690,-15d36m43.28s,-15.6120210,11.9360000,1.138,1.138,0,-3.9790000,1.028,1.028,0,2458354.7666020,0.000450,0.000450,0,1.1202600,0.0000300,0.0000300,0,2.1180000,0.0340000,0.0340000,0,42040.1992190,1108.4200440,1108.4200440,0,16.9422000,2.7906000,2.7906000,0,6580.3300780,,,,2509.0000000,,,,12.0312000,0.006,0.006,0,340.0370000,,,0,5769.7001950,78.5000000,78.5000000,0,4.4200000,2.0000000,2.0000000,0,0.7500000,0.0200000,0.0200000,0,2018-10-02 01:49:34,2019-12-17 10:00:02
373.01,9032368,FP,23h43m36.46s,355.9019190,-11d16m10.45s,-11.2695700,11.2610000,0.078,0.078,0,-17.0470000,0.047,0.047,0,2458355.6794200,0.003640,0.003640,0,1.6320000,0.0004200,0.0004200,0,1.4660000,0.3410000,0.3410000,0,5500.0000000,21.4543000,21.4543000,0,9.2437900,,,0,806.6570000,,,,1484.0000000,,,,13.2889000,0.007,0.007,0,741.2570000,20.8040000,20.8040000,0,5997.0000000,122.0000000,122.0000000,0,4.3900000,,,0,1.1100000,,,0,2018-10-02 01:49:34,2020-07-24 12:00:35
374.01,183675732,,23h52m54.59s,358.2274530,-41d42m01.68s,-41.7004680,1.9380000,0.025,0.025,0,2.9550000,0.029,0.029,0,2458356.6221200,0.002940,0.002940,0,5.4823000,0.0015000,0.0015000,0,3.9140000,0.2250000,0.2250000,0,8390.0000000,4.6553500,4.6553500,0,12.0716000,0.6896410,0.6896410,0,339.1010000,,,,1195.0000000,,,,12.9998000,0.006,0.006,0,702.6260000,11.2775000,11.2775000,0,5719.0000000,130.0000000,130.0000000,0,4.2300000,0.0800000,0.0800000,0,1.2800000,0.0700000,0.0700000,0,2018-10-03 02:14:37,2020-05-20 16:00:02
375.01,280097543,,03h08m35.98s,47.1499030,-77d22m59.98s,-77.3833280,-4.7910000,0.039,0.039,0,-4.2800000,0.039,0.039,0,2459038.4029500,0.008062,0.008062,0,9.4650760,0.0061980,0.0061980,0,9.9773120,0.4702720,0.4702720,0,1538.0039990,87.4096000,87.4096000,0,12.7388470,1.8916970,1.8916970,0,161.0540490,,,,908.5789310,,,,10.4471000,0.006,0.006,0,396.2130000,3.3565000,3.3565000,0,5001.6000000,76.0000000,76.0000000,0,,,,0,3.2739300,,,0,2018-09-29 02:24:30,2020-10-02 10:00:02
376.01,144301273,,23h37m46.98s,354.4457600,-42d57m58.99s,-42.9663870,35.4420000,0.031,0.031,0,-2.4150000,0.031,0.031,0,2458355.4429500,0.001380,0.001380,0,2.7506910,0.0002270,0.0002270,0,1.8982210,0.0794820,0.0794820,0,11082.9317930,367.4076800,367.4076800,0,12.5813840,0.8267610,0.8267610,0,587.7324490,,,,1255.7831940,,,,12.4502000,0.006,0.006,0,398.3560000,4.1875000,4.1875000,0,5317.0000000,134.8000000,134.8000000,0,4.3400000,0.0900000,0.0900000,0,1.0711400,0.0627540,0.0627540,0,2018-10-03 02:14:37,2020-10-02 16:00:02
377.01,139285736,FP,23h12m09.55s,348.0397740,-45d01m01.53s,-45.0170930,-7.6960000,0.055,0.055,0,9.1690000,0.084,0.084,0,2458326.0510250,0.001100,0.001100,0,1.5502800,0.0000500,0.0000500,0,1.5710000,0.0850000,0.0850000,0,23529.8007810,2256.6999510,2256.6999510,0,14.7230000,4.5826400,4.5826400,0,1769.7500000,,,,1806.0000000,,,,11.9969000,0.006,0.006,0,244.2710000,4.0320000,4.0320000,0,5039.5000000,80.5000000,80.5000000,0,,,,0,0.8700000,0.0300000,0.0300000,0,2018-10-03 02:14:37,2019-12-17 10:00:02
378.01,20892672,FP,00h05m35.76s,1.3990140,-19d29m22.24s,-19.4895110,,,,,,,,,2458356.5008540,0.002140,0.002140,0,3.1092600,0.0004500,0.0004500,0,2.5060000,0.2210000,0.2210000,0,5448.8398440,4.4647600,4.4647600,0,9.5822400,9.5861600,9.5861600,0,532.2630000,,,,1338.0000000,,,,13.1050000,0.006,0.006,0,629.7920000,,,0,5894.0000000,190.0000000,190.0000000,0,4.3200000,,,0,1.1800000,1.1800000,1.1800000,0,2018-09-28 22:22:04,2019-12-17 10:00:02
379.01,220396259,FP,04h35m33.97s,68.8915410,-56d08m19.86s,-56.1388490,-1.9490000,0.040,0.040,0,-34.4770000,0.042,0.042,0,2458354.7082520,0.002500,0.002500,0,0.9169300,0.0001300,0.0001300,0,1.4630000,0.1830000,0.1830000,0,462.6289980,0.6234610,0.6234610,0,4.0473200,0.2011520,0.2011520,0,8581.1826170,,,,2454.7458500,,,,9.9124000,0.006,0.006,0,231.8030000,1.0510000,1.0510000,0,5825.0000000,97.8000030,97.8000030,0,4.0400000,0.1200000,0.1200000,0,1.7100000,0.0600000,0.0600000,0,2018-10-01 16:12:38,2019-12-17 10:00:02
380.01,100014359,,01h33m07.34s,23.2805850,-47d52m55.5s,-47.8820840,13.0380000,3.086,3.086,0,-6.0110000,3.086,3.086,0,2458354.3820800,0.000540,0.000540,0,0.5045700,0.0000100,0.0000100,0,1.3100000,0.0860000,0.0860000,0,18360.0000000,15.9711000,15.9711000,0,10.1881000,0.7239580,0.7239580,0,5950.3000000,,,,2446.0000000,,,,13.5029000,0.006,0.006,0,,,,0,5227.0000000,166.8000000,166.8000000,0,,,,0,0.7100000,0.0500000,0.0500000,0,2018-10-03 02:14:37,2020-05-20 16:00:02
381.01,207084429,FP,01h31m01.81s,22.7575280,-51d12m56.64s,-51.2157330,135.9470000,0.045,0.045,0,-69.8740000,0.037,0.037,0,2458356.0703120,0.003920,0.003920,0,4.8938800,0.0015600,0.0015600,0,2.7890000,0.3480000,0.3480000,0,352.7219850,0.5412130,0.5412130,0,3.8875600,0.1673830,0.1673830,0,318.4599910,,,,1176.0000000,,,,7.1995000,0.006,0.006,0,75.5476000,0.1708000,0.1708000,0,5883.0000000,52.4000020,52.4000020,0,,,,0,1.8800000,0.0300000,0.0300000,0,2018-09-29 02:24:28,2019-12-17 10:00:02
382.01,229091748,FP,00h15m11.48s,3.7978330,-46d16m20.74s,-46.2724280,18.8130000,0.021,0.021,0,0.1760000,0.027,0.027,0,2458354.5915530,0.001350,0.001350,0,0.4568000,0.0000400,0.0000400,0,0.5480000,0.0670000,0.0670000,0,3428.6999510,9.5993600,9.5993600,0,6.6426400,0.3842650,0.3842650,0,1132.9699710,,,,1616.0000000,,,,12.7226000,0.006,0.006,0,506.6200000,5.2260000,5.2260000,0,5777.0000000,66.6999970,66.6999970,0,4.3500000,,,0,1.0300000,0.0200000,0.0200000,0,2018-10-03 02:14:36,2019-12-17 10:00:02
383.01,167418898,FP,06h38m26.3s,99.6096040,-67d39m23.03s,-67.6563960,7.8500000,2.000,2.000,0,-51.7000000,2.000,2.000,0,2458335.7714700,0.000840,0.000840,0,10.9803600,0.0000600,0.0000600,0,1.8380000,0.1080000,0.1080000,0,2630.0000000,762.5970000,762.5970000,0,14.3833000,,,0,150.0420000,,,,,,,,10.2401000,0.006,0.006,0,204.2070000,,,0,5951.0000000,,,0,,,,0,1.2700000,,,0,2018-10-01 16:12:38,2020-07-24 12:00:35
384.01,155995204,FP,00h30m38.05s,7.6585620,-52d02m57.59s,-52.0493310,2.3440000,0.021,0.021,0,10.4020000,0.023,0.023,0,2458357.5838620,0.002350,0.002350,0,9.3073400,0.0021800,0.0021800,0,4.6830000,0.2740000,0.2740000,0,42774.3984380,1444.9899900,1444.9899900,0,30.7623000,5.6637200,5.6637200,0,304.1380000,,,,1163.0000000,,,,13.5281000,0.006,0.006,0,958.3660000,15.7885000,15.7885000,0,5819.0000000,31.2999990,31.2999990,0,4.3400000,,,0,1.3500000,0.0100000,0.0100000,0,2018-10-03 02:14:36,2020-03-04 12:58:47
385.01,300810086,,07h47m15.23s,116.8134420,-69d01m49.39s,-69.0303860,-56.5310000,0.160,0.160,0,72.9450000,0.166,0.166,0,2458326.0574400,0.000770,0.000770,0,0.6680300,,,0,0.8110000,0.1280000,0.1280000,0,420.0000000,4.6312800,4.6312800,0,10.8780000,,,0,6535.1000000,,,,2504.0000000,,,,9.0567000,0.006,0.006,0,262.7820000,6.5695000,6.5695000,0,5159.0000000,122.0000000,122.0000000,0,,,,0,3.7700000,,,0,2018-10-01 16:12:38,2020-05-20 16:00:02
386.01,238059180,,06h56m33.21s,104.1383550,-53d32m43.62s,-53.5454490,-3.6170000,0.060,0.060,0,10.1270000,0.066,0.066,0,2458356.2173400,0.002150,0.002150,0,5.1121000,0.0000800,0.0000800,0,1.7450000,0.2520000,0.2520000,0,1380.0000000,61.6706000,61.6706000,0,13.2158000,2.3535400,2.3535400,0,2829.5100000,,,,2031.0000000,,,,10.0139000,0.006,0.006,0,627.0700000,12.1405000,12.1405000,0,8562.0000000,152.5000000,152.5000000,0,3.9100000,0.0700000,0.0700000,0,2.6700000,0.0900000,0.0900000,0,2018-10-01 16:12:38,2020-05-20 16:00:02
387.01,92359850,FP,03h28m54.15s,52.2256390,-19d58m47.31s,-19.9798080,10.2610000,0.064,0.064,0,-9.1890000,0.075,0.075,0,2458411.5040280,0.001210,0.001210,0,4.1549300,0.0003400,0.0003400,0,2.8060000,0.1480000,0.1480000,0,3880.9099120,1.3306300,1.3306300,0,10.8680000,1.0938800,1.0938800,0,1077.9481200,,,,1461.4003910,,,,9.6552100,0.006,0.006,0,218.2940000,1.9165000,1.9165000,0,6270.0000000,314.3999940,314.3999940,0,4.1400000,0.4000000,0.4000000,0,1.5900000,0.1600000,0.1600000,0,2019-01-16 19:24:30,2019-12-17 10:00:02
388.01,422655579,KP,01h57m03.23s,29.2634510,+00d45m31.77s,0.7588250,23.3050000,0.096,0.096,0,-7.0930000,0.086,0.086,0,2458413.1434330,0.000853,0.000853,0,2.9034580,0.0001900,0.0001900,0,5.0475640,0.0649120,0.0649120,0,4657.8759770,101.2634960,101.2634960,0,15.6170810,0.3242830,0.3242830,0,2885.4050290,,,,1869.2674560,,,,10.1638000,0.007,0.007,0,362.7150000,6.8525000,6.8525000,0,6059.0000000,,,0,3.9233400,,,0,2.2600000,,,0,2019-01-16 19:24:30,2019-12-17 10:00:02
389.01,271900960,FP,07h31m46.06s,112.9419280,-75d31m39.19s,-75.5275520,-0.3160000,0.058,0.058,0,-28.2060000,0.060,0.060,0,2458330.3707280,0.003860,0.003860,0,13.4591300,0.0011300,0.0011300,0,3.4280000,0.3880000,0.3880000,0,2579.3200680,281.4349980,281.4349980,0,7.6890900,2.5547900,2.5547900,0,897.1820070,,,,1524.0000000,,,,8.2606000,0.006,0.006,0,104.3440000,0.3575000,0.3575000,0,6457.7001950,115.5000000,115.5000000,0,4.4300000,0.3300000,0.3300000,0,1.3800000,0.0500000,0.0500000,0,2019-01-16 19:24:30,2019-12-17 10:00:02
390.01,250386181,FP,02h00m27.48s,30.1144810,-04d59m08.47s,-4.9856860,26.4270000,0.072,0.072,0,-27.8500000,0.065,0.065,0,2458412.3745120,0.000777,0.000777,0,1.4702580,0.0000790,0.0000790,0,1.3773700,0.0654750,0.0654750,0,2586.5065920,97.6195680,97.6195680,0,8.6567360,6.5421410,6.5421410,0,3333.4084470,,,,1937.9468990,,,,9.8937700,0.006,0.006,0,167.3060000,1.2870000,1.2870000,0,6321.4599610,53.5103000,53.5103000,0,4.1984000,0.0960000,0.0960000,0,1.0511100,0.1160390,0.1160390,0,2019-01-16 19:24:30,2019-12-17 10:00:02
391.01,382391899,KP,02h54m45.14s,43.6880740,-10d53m52.89s,-10.8980240,3.2810000,0.072,0.072,0,8.9630000,0.078,0.078,0,2458411.0928960,0.000209,0.000209,0,1.9551200,0.0000270,0.0000270,0,1.8143490,0.0147090,0.0147090,0,20043.8554690,127.1799160,127.1799160,0,12.8265440,0.0743400,0.0743400,0,619.4431150,,,,1272.3895260,,,,11.0529000,0.006,0.006,0,184.8480000,1.8600000,1.8600000,0,5400.0000000,,,0,4.5392600,,,0,0.8400000,,,0,2019-01-16 19:24:30,2019-12-17 10:00:02
392.01,328350926,FP,03h07m43.61s,46.9317100,+00d51m39.32s,0.8609220,0.4950000,0.092,0.092,0,-94.7360000,0.088,0.088,0,2458411.5989990,0.000220,0.000220,0,0.8490700,0.0000100,0.0000100,0,1.3580000,0.0300000,0.0300000,0,19411.6992190,359.3550110,359.3550110,0,21.7335000,3.0126000,3.0126000,0,6528.7998050,,,,2504.0000000,,,,8.3009010,0.006,0.006,0,87.4715000,0.3638000,0.3638000,0,5624.7001950,74.5000000,74.5000000,0,,,,0,1.4200000,0.0400000,0.0400000,0,2019-01-16 19:24:30,2020-09-05 12:00:27
393.01,29960109,FP,02h49m00.02s,42.2500660,-14d32m15.53s,-14.5376460,174.4200000,0.061,0.061,0,45.4140000,0.065,0.065,0,2458411.6694200,0.002980,0.002980,0,2.4922100,0.0006100,0.0006100,0,1.6050000,0.2210000,0.2210000,0,1480.0000000,3.7192000,3.7192000,0,1.7131100,0.1076700,0.1076700,0,43.3259000,,,,714.0000000,,,,11.2003000,0.007,0.007,0,37.8932000,0.0513000,0.0513000,0,3450.0000000,157.0000000,157.0000000,0,4.7800000,0.0100000,0.0100000,0,0.4500000,0.0100000,0.0100000,0,2019-01-16 19:24:30,2020-07-24 12:00:35
394.01,9858404,FP,03h13m59.87s,48.4994790,-08d34m25.86s,-8.5738510,-9.3210000,0.111,0.111,0,-76.2620000,0.123,0.123,0,2458411.2694090,0.001010,0.001010,0,0.3914900,0.0000200,0.0000200,0,0.7460000,0.1670000,0.1670000,0,578.2020260,2.9610200,2.9610200,0,5.9556400,0.4850430,0.4850430,0,13030.0000000,,,,2976.0000000,,,,8.0000600,0.006,0.006,0,142.4010000,1.5230000,1.5230000,0,6216.1000980,120.4000020,120.4000020,0,3.7300000,0.4300000,0.4300000,0,2.2500000,0.0900000,0.0900000,0,2019-01-16 19:24:30,2020-03-04 12:58:47
395.01,38541473,FP,03h45m13.12s,56.3046510,-10d58m24.43s,-10.9734540,17.9110000,0.083,0.083,0,-17.6790000,0.068,0.068,0,2458415.5152590,0.001730,0.001730,0,6.0605400,0.0011600,0.0011600,0,2.5900000,0.2390000,0.2390000,0,22776.5996090,1217.3699950,1217.3699950,0,25.4732000,6.0195200,6.0195200,0,329.7580260,,,,1086.8474120,,,,10.7706000,0.007,0.007,0,321.8820000,5.5210000,5.5210000,0,5949.2001950,147.6000060,147.6000060,0,,,,0,1.5300000,0.0800000,0.0800000,0,2019-01-16 19:24:30,2019-12-17 10:00:02
396.01,178155732,CP,02h51m56.39s,42.9849780,-30d48m50.62s,-30.8140610,123.2290000,0.070,0.070,0,105.7880000,0.151,0.151,0,2458385.7786300,0.003890,0.003890,0,5.9692500,0.0009300,0.0009300,0,2.5980000,0.3580000,0.3580000,0,200.0000000,0.3706600,0.3706600,0,1.8929100,0.1171100,0.1171100,0,247.4740000,,,,1104.0000000,,,,5.9053000,0.006,0.006,0,31.9640000,0.0721000,0.0721000,0,6308.3100000,52.7451000,52.7451000,0,4.4380000,,,0,1.2800000,0.0500000,0.0500000,0,2019-01-16 19:24:30,2020-07-10 18:05:48
396.02,178155732,CP,02h51m56.39s,42.9849780,-30d48m50.62s,-30.8140610,123.2290000,0.070,0.070,0,105.7880000,0.151,0.151,0,2458384.0841800,0.003310,0.003310,0,3.5873000,0.0004600,0.0004600,0,2.4570000,0.2910000,0.2910000,0,180.0000000,0.2437700,0.2437700,0,1.7742000,0.1020510,0.1020510,0,570.9490000,,,,1361.0000000,,,,5.9053000,0.006,0.006,0,31.9640000,0.0721000,0.0721000,0,6308.3100000,52.7451000,52.7451000,0,4.4380000,,,0,1.2800000,0.0500000,0.0500000,0,2019-01-31 17:54:49,2020-07-10 18:05:48
396.03,178155732,CP,02h51m56.39s,42.9849780,-30d48m50.62s,-30.8140610,123.2290000,0.070,0.070,0,105.7880000,0.151,0.151,0,2458409.7333800,0.003860,0.003860,0,11.2315900,0.0026500,0.0026500,0,3.3480000,0.4810000,0.4810000,0,170.0000000,0.8394990,0.8394990,0,1.6041800,0.1459290,0.1459290,0,117.3270000,,,,916.0000000,,,,5.9053000,0.006,0.006,0,31.9640000,0.0721000,0.0721000,0,6308.3100000,52.7451000,52.7451000,0,4.4380000,,,0,1.2800000,0.0500000,0.0500000,0,2020-06-24 15:36:07,2020-07-10 18:05:48
397.01,219379012,FP,05h07m20.07s,76.8336210,-48d06m57.2s,-48.1158890,-29.7500000,0.044,0.044,0,9.7840000,0.049,0.049,0,2458412.4891360,0.003120,0.003120,0,1.5468300,0.0002900,0.0002900,0,1.1560000,0.2320000,0.2320000,0,3815.4899900,485.9190060,485.9190060,0,6.8591000,2.4823900,2.4823900,0,3549.7902830,,,,1968.6586910,,,,10.2310000,0.006,0.006,0,167.0090000,0.6115000,0.6115000,0,5973.5000000,185.8999940,185.8999940,0,3.8900000,0.1200000,0.1200000,0,1.0100000,0.0600000,0.0600000,0,2019-01-16 19:24:30,2019-12-17 10:00:02
398.01,1129033,KP,02h28m37.33s,37.1555220,-07d03m38.4s,-7.0606670,93.8890000,0.129,0.129,0,-1.5670000,0.207,0.207,0,2458410.9847410,0.000082,0.000082,0,1.3600250,0.0000070,0.0000070,0,2.1563340,0.0074970,0.0074970,0,16380.6250000,42.1597860,42.1597860,0,12.2082500,0.0417320,0.0417320,0,1279.9571530,,,,1525.5224610,,,,9.6271300,0.007,0.007,0,105.1660000,1.1955000,1.1955000,0,5500.0000000,,,0,4.4829800,,,0,0.9500000,,,0,2019-01-16 19:24:30,2019-12-17 10:00:02
399.01,219388773,FP,05h08m11.42s,77.0475770,-50d51m32.06s,-50.8589060,-0.3170000,0.055,0.055,0,-27.9080000,0.071,0.071,0,2458412.3865970,0.003344,0.003344,0,1.5711510,0.0003550,0.0003550,0,1.3353810,0.1943660,0.1943660,0,790.4332280,107.2935940,107.2935940,0,3.5413840,0.5327520,0.5327520,0,715.6772460,,,,1319.1647950,,,,10.6793000,0.006,0.006,0,106.5070000,0.4305000,0.4305000,0,4752.7998050,64.0000000,64.0000000,0,4.3700000,0.1200000,0.1200000,0,0.9820660,0.1032830,0.1032830,0,2019-01-16 19:24:30,2019-12-17 10:00:02
400.01,35857242,KP,02h46m33.4s,41.6391600,-00d27m50.85s,-0.4641250,11.2470000,0.070,0.070,0,-34.4640000,0.067,0.067,0,2458413.3151860,0.000913,0.000913,0,3.6346530,0.0002170,0.0002170,0,4.0045750,0.0683330,0.0683330,0,8885.2919920,158.5122830,158.5122830,0,13.1363400,0.2308850,0.2308850,0,1047.6213380,,,,1451.0114750,,,,11.3161000,0.008,0.008,0,414.2340000,7.5130000,7.5130000,0,6272.0000000,,,0,4.2577100,,,0,1.3600000,,,0,2019-01-16 19:24:30,2019-12-17 10:00:02
